cadence,elevation,distance,temperature,humidity,aqi,heart_rate
162,38.4,3851.2,17.4,64.6,35,106
159,38.4,3854.5,17.4,64.6,35,104
163,38.5,3857.9,17.4,64.6,35,107
163,38.5,3861.3,17.4,64.6,35,106
163,38.5,3863.7,17.4,64.6,35,105
163,38.5,3867.2,17.4,64.6,35,104
160,38.5,3870.1,17.4,64.6,35,106
163,38.5,3873.6,17.4,64.6,35,105
163,38.5,3877.3,17.4,64.6,35,105
162,38.5,3880.8,17.4,64.6,35,105
161,38.5,3884.6,17.4,64.6,35,106
163,38.5,3888.4,17.4,64.6,35,106
162,38.6,3892.1,17.4,64.6,35,106
160,38.6,3895.6,17.4,64.6,35,104
162,38.6,3898.9,17.4,64.6,35,105
163,38.6,3902.4,17.4,64.6,35,105
163,38.7,3906.0,17.4,64.6,35,106
160,38.7,3908.5,17.4,64.6,35,105
163,38.7,3911.2,17.4,64.6,35,105
160,38.7,3915.0,17.4,64.6,35,104
159,38.7,3918.8,17.4,64.6,35,103
161,38.7,3921.4,17.4,64.6,35,104
162,38.7,3924.7,17.4,64.6,35,105
163,38.8,3928.3,17.4,64.6,35,105
160,38.8,3931.9,17.4,64.6,35,105
163,38.9,3934.3,17.4,64.6,35,106
160,38.9,3937.5,17.4,64.6,35,103
163,38.8,3940.1,17.4,64.6,35,106
163,38.9,3942.9,17.4,64.6,35,105
161,39.0,3945.9,17.4,64.6,35,105
159,39.0,3949.0,17.4,64.6,35,104
159,38.9,3952.0,17.4,64.6,35,103
163,39.0,3955.3,17.4,64.6,35,105
162,39.1,3958.3,17.4,64.6,35,105
162,39.1,3961.7,17.4,64.6,35,105
161,39.2,3964.7,17.4,64.6,35,105
161,39.2,3968.4,17.4,64.6,35,104
160,39.2,3970.9,17.4,64.6,35,103
160,39.2,3974.2,17.4,64.6,35,104
160,39.2,3977.1,17.4,64.6,35,104
161,39.2,3979.6,17.4,64.6,35,104
162,39.2,3982.5,17.4,64.6,35,106
163,39.2,3985.0,17.4,64.6,35,106
160,39.2,3988.6,17.4,64.6,35,105
162,39.2,3991.3,17.4,64.6,35,105
160,39.2,3993.7,17.4,64.6,35,104
161,39.3,3996.7,17.4,64.6,35,105
159,39.2,3999.5,17.4,64.6,35,105
160,39.2,4003.1,17.4,64.6,35,105
160,39.3,4006.4,17.4,64.6,35,105
160,39.3,4009.8,17.4,64.6,35,105
161,39.3,4013.1,17.4,64.6,35,106
160,39.3,4015.6,17.4,64.6,35,104
163,39.4,4018.2,17.4,64.6,35,107
160,39.4,4021.6,17.4,64.6,35,104
160,39.4,4025.0,17.4,64.6,35,105
163,39.4,4028.4,17.4,64.6,35,104
161,39.4,4032.0,17.4,64.6,35,106
160,39.4,4034.6,17.4,64.6,35,104
162,39.4,4037.8,17.4,64.6,35,106
163,39.4,4041.2,17.4,64.6,35,105
161,39.4,4043.9,17.4,64.6,35,105
160,39.5,4047.0,17.4,64.6,35,104
159,39.6,4050.4,17.4,64.6,35,104
162,39.7,4054.0,17.4,64.6,35,107
161,39.7,4057.5,17.4,64.6,35,106
159,39.7,4060.0,17.4,64.6,35,103
162,39.7,4063.6,17.4,64.6,35,105
160,39.8,4067.2,17.4,64.6,35,104
162,39.7,4069.8,17.4,64.6,35,105
163,39.8,4072.6,17.4,64.6,35,105
159,39.9,4076.0,17.4,64.6,35,104
160,39.9,4078.9,17.4,64.6,35,104
160,39.9,4082.2,17.4,64.6,35,103
161,39.8,4084.7,17.4,64.6,35,106
160,39.9,4087.4,17.4,64.6,35,105
161,39.9,4090.8,17.4,64.6,35,104
159,39.9,4094.2,17.4,64.6,35,104
160,40.0,4098.0,17.4,64.6,35,105
160,40.0,4101.6,17.4,64.6,35,106
163,40.0,4104.4,17.4,64.6,35,104
161,40.0,4108.0,17.4,64.6,35,105
160,40.0,4111.5,17.4,64.6,35,105
163,40.0,4114.9,17.4,64.6,35,106
161,40.0,4117.5,17.4,64.6,35,105
159,40.0,4120.2,17.4,64.6,35,105
160,40.0,4122.8,17.4,64.6,35,104
163,40.0,4125.6,17.4,64.6,35,106
161,40.0,4128.1,17.4,64.6,35,106
161,40.0,4131.5,17.4,64.6,35,105
159,40.0,4134.9,17.4,64.6,35,105
161,40.1,4137.9,17.4,64.6,35,106
162,40.0,4140.8,17.4,64.6,35,104
162,40.0,4143.8,17.4,64.6,35,106
160,40.1,4146.6,17.4,64.6,35,105
159,40.1,4149.5,17.4,64.6,35,104
163,40.0,4152.5,17.4,64.6,35,105
163,40.0,4155.4,17.4,64.6,35,107
163,40.0,4159.0,17.4,64.6,35,106
162,40.1,4162.5,17.4,64.6,35,106
162,40.2,4165.0,17.4,64.6,35,106
162,40.2,4167.7,17.4,64.6,35,105
159,40.2,4170.4,17.4,64.6,35,104
159,40.2,4173.6,17.4,64.6,35,105
162,40.2,4176.8,17.4,64.6,35,105
161,40.2,4179.4,17.4,64.6,35,106
161,40.1,4183.1,17.4,64.6,35,106
163,40.1,4186.2,17.4,64.6,35,106
162,40.2,4189.8,17.4,64.6,35,106
160,40.2,4192.6,17.4,64.6,35,104
159,40.2,4196.3,17.4,64.6,35,105
159,40.2,4199.8,17.4,64.6,35,104
163,40.3,4203.5,17.4,64.6,35,106
160,40.3,4206.0,17.4,64.6,35,106
163,40.3,4209.3,17.4,64.6,35,105
163,40.3,4212.7,17.4,64.6,35,106
162,40.4,4215.3,17.4,64.6,35,106
160,40.4,4218.0,17.4,64.6,35,104
159,40.4,4221.5,17.4,64.6,35,104
161,40.5,4225.0,17.4,64.6,35,106
159,40.5,4227.4,17.4,64.6,35,106
163,40.4,4230.8,17.4,64.6,35,106
163,40.4,4233.5,17.4,64.6,35,105
161,40.5,4237.3,17.4,64.6,35,106
160,40.5,4240.4,17.4,64.6,35,104
160,40.5,4243.9,17.4,64.6,35,105
161,40.5,4247.6,17.4,64.6,35,104
163,40.5,4250.7,17.4,64.6,35,107
163,40.5,4253.9,17.4,64.6,35,105
162,40.6,4257.6,17.4,64.6,35,107
163,40.6,4261.3,17.4,64.6,35,107
160,40.6,4263.9,17.4,64.6,35,105
162,40.6,4266.4,17.4,64.6,35,106
159,40.7,4269.1,17.4,64.6,35,104
159,40.7,4272.2,17.4,64.6,35,103
159,40.8,4275.8,17.4,64.6,35,106
160,40.8,4278.3,17.4,64.6,35,105
160,40.9,4280.8,17.4,64.6,35,105
163,40.9,4283.9,17.4,64.6,35,107
161,40.9,4287.3,17.4,64.6,35,104
162,41.0,4289.8,17.4,64.6,35,107
160,40.9,4292.3,17.4,64.6,35,106
162,40.9,4295.3,17.4,64.6,35,107
162,40.9,4298.8,17.4,64.6,35,107
160,40.9,4301.3,17.4,64.6,35,105
163,40.9,4304.8,17.4,64.6,35,107
162,40.9,4308.0,17.4,64.6,35,106
161,40.9,4311.3,17.4,64.6,35,107
159,40.9,4314.2,17.4,64.6,35,106
159,41.0,4317.6,17.4,64.6,35,105
163,41.0,4321.0,17.4,64.6,35,109
160,40.9,4323.8,17.4,64.6,35,106
160,40.9,4326.6,17.4,64.6,35,105
162,40.9,4329.4,17.4,64.6,35,106
163,40.9,4332.7,17.4,64.6,35,105
163,41.0,4335.7,17.4,64.6,35,107
159,41.0,4338.6,17.4,64.6,35,105
161,41.1,4341.4,17.4,64.6,35,105
163,41.1,4344.4,17.4,64.6,35,107
162,41.1,4347.3,17.4,64.6,35,107
163,41.2,4349.8,17.4,64.6,35,106
163,41.2,4352.9,17.4,64.6,35,107
159,41.2,4356.3,17.4,64.6,35,104
159,41.3,4359.4,17.4,64.6,35,106
162,41.2,4363.0,17.4,64.6,35,106
161,41.2,4365.6,17.4,64.6,35,105
162,41.1,4369.0,17.4,64.6,35,105
161,41.1,4372.1,17.4,64.6,35,105
162,41.1,4375.1,17.4,64.6,35,107
162,41.1,4378.4,17.4,64.6,35,105
160,41.1,4381.9,17.4,64.6,35,106
163,41.1,4385.6,17.4,64.6,35,106
162,41.1,4388.6,17.4,64.6,35,106
163,41.1,4391.5,17.4,64.6,35,106
160,41.2,4394.3,17.4,64.6,35,104
163,41.2,4397.4,17.4,64.6,35,106
161,41.2,4400.5,17.4,64.6,35,106
159,41.2,4403.6,17.4,64.6,35,106
160,41.3,4407.2,17.4,64.6,35,104
160,41.3,4410.5,17.4,64.6,35,104
160,41.3,4413.9,17.4,64.6,35,105
160,41.3,4417.6,17.4,64.6,35,105
160,41.3,4420.6,17.4,64.6,35,105
163,41.3,4423.3,17.4,64.6,35,109
161,41.3,4427.0,17.4,64.6,35,106
162,41.4,4429.6,17.4,64.6,35,106
159,41.4,4432.4,17.4,64.6,35,105
161,41.4,4436.2,17.4,64.6,35,107
159,41.5,4439.5,17.4,64.6,35,105
162,41.4,4442.2,17.4,64.6,35,106
163,41.4,4446.0,17.4,64.6,35,106
159,41.4,4449.7,17.4,64.6,35,104
159,41.4,4452.5,17.4,64.6,35,106
159,41.4,4455.5,17.4,64.6,35,104
163,41.4,4458.4,17.4,64.6,35,107
162,41.4,4461.5,17.4,64.6,35,106
162,41.5,4464.2,17.4,64.6,35,105
159,41.4,4467.0,17.4,64.6,35,103
161,41.4,4470.1,17.4,64.6,35,105
160,41.5,4472.9,17.4,64.6,35,103
162,41.5,4476.4,17.4,64.6,35,105
159,41.4,4479.1,17.4,64.6,35,104
162,41.5,4482.5,17.4,64.6,35,105
160,41.5,4485.3,17.4,64.6,35,105
161,41.5,4488.3,17.4,64.6,35,106
161,41.4,4491.9,17.4,64.6,35,106
162,41.5,4495.5,17.4,64.6,35,106
163,41.5,4498.3,17.4,64.6,35,106
161,41.5,4501.0,17.4,64.6,35,106
160,41.5,4503.6,17.4,64.6,35,105
160,41.5,4507.0,17.4,64.6,35,105
161,41.5,4510.3,17.4,64.6,35,106
163,41.5,4513.5,17.4,64.6,35,107
159,41.4,4517.0,17.4,64.6,35,105
163,41.4,4520.2,17.4,64.6,35,106
163,41.4,4523.3,17.4,64.6,35,106
161,41.4,4527.0,17.4,64.6,35,106
162,41.5,4529.7,17.4,64.6,35,107
160,41.6,4533.1,17.4,64.6,35,105
159,41.6,4536.8,17.4,64.6,35,105
160,41.6,4540.2,17.4,64.6,35,106
163,41.6,4544.0,17.4,64.6,35,107
162,41.6,4547.5,17.4,64.6,35,107
159,41.7,4550.9,17.4,64.6,35,105
162,41.7,4553.8,17.4,64.6,35,107
161,41.7,4556.3,17.4,64.6,35,106
160,41.8,4559.8,17.4,64.6,35,106
163,41.8,4562.8,17.4,64.6,35,107
160,41.9,4565.9,17.4,64.6,35,106
161,41.9,4568.4,17.4,64.6,35,107
160,41.8,4572.0,17.4,64.6,35,106
160,41.9,4575.1,17.4,64.6,35,105
161,41.9,4578.0,17.4,64.6,35,106
163,41.9,4580.8,17.4,64.6,35,107
163,41.9,4584.1,17.4,64.6,35,107
161,41.9,4586.9,17.4,64.6,35,107
163,42.0,4590.0,17.4,64.6,35,109
161,42.0,4592.4,17.4,64.6,35,106
161,42.0,4595.7,17.4,64.6,35,107
160,42.0,4599.0,17.4,64.6,35,105
159,42.0,4601.9,17.4,64.6,35,106
160,42.0,4605.1,17.4,64.6,35,107
161,42.0,4608.6,17.4,64.6,35,106
160,42.0,4612.0,17.4,64.6,35,105
162,42.0,4615.2,17.4,64.6,35,106
160,42.1,4617.7,17.4,64.6,35,105
159,42.1,4620.2,17.4,64.6,35,106
160,42.1,4623.4,17.4,64.6,35,106
162,42.1,4626.7,17.4,64.6,35,107
160,42.2,4630.2,17.4,64.6,35,106
162,42.2,4633.3,17.4,64.6,35,106
160,42.2,4635.9,17.4,64.6,35,105
159,42.3,4639.5,17.4,64.6,35,106
159,42.3,4643.2,17.4,64.6,35,106
163,42.3,4646.5,17.4,64.6,35,107
161,42.4,4649.4,17.4,64.6,35,106
159,42.4,4651.9,17.4,64.6,35,105
162,42.3,4654.4,17.4,64.6,35,106
163,42.4,4657.4,17.4,64.6,35,107
160,42.4,4659.9,17.4,64.6,35,105
162,42.4,4662.3,17.4,64.6,35,107
162,42.4,4665.8,17.4,64.6,35,106
163,42.4,4668.6,17.4,64.6,35,108
162,42.4,4671.7,17.4,64.6,35,107
160,42.5,4674.1,17.4,64.6,35,107
163,42.5,4677.3,17.4,64.6,35,107
160,42.5,4680.8,17.4,64.6,35,105
163,42.5,4683.8,17.4,64.6,35,106
161,42.6,4687.3,17.4,64.6,35,107
162,42.6,4690.2,17.4,64.6,35,107
160,42.5,4693.2,17.4,64.6,35,105
159,42.5,4696.0,17.4,64.6,35,105
159,42.6,4699.0,17.4,64.6,35,105
160,42.7,4702.2,17.4,64.6,35,108
160,42.6,4705.6,17.4,64.6,35,105
163,42.7,4708.8,17.4,64.6,35,109
163,42.7,4712.5,17.4,64.6,35,107
163,42.7,4715.8,17.4,64.6,35,107
160,42.7,4719.5,17.4,64.6,35,106
163,42.7,4722.3,17.4,64.6,35,108
159,42.7,4726.1,17.4,64.6,35,107
159,42.7,4728.9,17.4,64.6,35,106
162,42.7,4732.4,17.4,64.6,35,107
163,42.7,4734.9,17.4,64.6,35,108
160,42.7,4738.6,17.4,64.6,35,106
161,42.8,4741.6,17.4,64.6,35,107
163,42.8,4744.3,17.4,64.6,35,107
162,42.8,4747.9,17.4,64.6,35,105
159,42.8,4751.2,17.4,64.6,35,105
163,42.8,4754.7,17.4,64.6,35,107
161,42.8,4758.3,17.4,64.6,35,107
161,42.8,4761.4,17.4,64.6,35,106
160,42.9,4764.8,17.4,64.6,35,107
161,42.9,4767.7,17.4,64.6,35,105
161,42.9,4771.0,17.4,64.6,35,107
160,43.0,4774.2,17.4,64.6,35,105
161,43.0,4777.2,17.4,64.6,35,108
159,43.0,4780.1,17.4,64.6,35,104
159,43.0,4783.8,17.4,64.6,35,106
162,43.1,4786.5,17.4,64.6,35,107
160,43.1,4790.0,17.4,64.6,35,106
163,43.0,4793.1,17.4,64.6,35,109
163,43.0,4796.1,17.4,64.6,35,107
163,43.1,4799.3,17.4,64.6,35,107
162,43.1,4802.6,17.4,64.6,35,107
160,43.1,4806.1,17.4,64.6,35,107
159,43.1,4809.2,17.4,64.6,35,105
163,43.1,4812.7,17.4,64.6,35,108
159,43.1,4815.2,17.4,64.6,35,105
163,43.2,4817.9,17.4,64.6,35,108
162,43.2,4820.4,17.4,64.6,35,105
160,43.1,4823.0,17.4,64.6,35,105
159,43.1,4825.8,17.4,64.6,35,106
159,43.1,4829.2,17.4,64.6,35,105
159,43.2,4831.6,17.4,64.6,35,106
160,43.1,4834.0,17.4,64.6,35,105
161,43.2,4837.7,17.4,64.6,35,106
161,43.1,4840.3,17.4,64.6,35,107
160,43.2,4843.9,17.4,64.6,35,106
162,43.1,4847.0,17.4,64.6,35,107
162,43.1,4849.9,17.4,64.6,35,107
162,43.2,4853.0,17.4,64.6,35,107
162,43.2,4856.5,17.4,64.6,35,105
163,43.2,4859.7,17.4,64.6,35,107
162,43.2,4862.7,17.4,64.6,35,108
160,43.2,4865.1,17.4,64.6,35,105
163,43.3,4868.1,17.4,64.6,35,108
159,43.2,4871.3,17.4,64.6,35,106
159,43.3,4874.8,17.4,64.6,35,106
161,43.3,4878.3,17.4,64.6,35,107
160,43.4,4881.5,17.4,64.6,35,106
163,43.4,4885.0,17.4,64.6,35,108
160,43.4,4888.0,17.4,64.6,35,108
162,43.5,4891.7,17.4,64.6,35,109
161,43.5,4894.4,17.4,64.6,35,108
159,43.5,4896.9,17.4,64.6,35,106
162,43.6,4900.4,17.4,64.6,35,107
159,43.6,4903.1,17.4,64.6,35,105
162,43.6,4906.9,17.4,64.6,35,107
159,43.5,4909.6,17.4,64.6,35,105
161,43.6,4912.4,17.4,64.6,35,106
159,43.6,4914.9,17.4,64.6,35,107
163,43.6,4918.6,17.4,64.6,35,107
159,43.6,4921.1,17.4,64.6,35,105
159,43.6,4924.4,17.4,64.6,35,105
163,43.7,4927.3,17.4,64.6,35,107
161,43.7,4931.0,17.4,64.6,35,106
163,43.7,4933.9,17.4,64.6,35,107
160,43.7,4936.8,17.4,64.6,35,107
163,43.7,4939.7,17.4,64.6,35,107
160,43.7,4943.1,17.4,64.6,35,105
161,43.7,4945.8,17.4,64.6,35,107
161,43.7,4949.5,17.4,64.6,35,106
162,43.8,4952.6,17.4,64.6,35,106
161,43.8,4955.5,17.4,64.6,35,107
163,43.9,4959.1,17.4,64.6,35,106
163,43.9,4962.4,17.4,64.6,35,108
160,43.9,4966.1,17.4,64.6,35,105
162,43.9,4969.5,17.4,64.6,35,107
162,43.9,4972.9,17.4,64.6,35,108
160,43.9,4976.6,17.4,64.6,35,105
159,44.0,4979.5,17.4,64.6,35,105
160,44.0,4982.1,17.4,64.6,35,107
159,44.0,4985.0,17.4,64.6,35,106
161,44.0,4987.7,17.4,64.6,35,107
159,44.0,4991.4,17.4,64.6,35,106
163,44.0,4994.4,17.4,64.6,35,108
162,44.0,4998.1,17.4,64.6,35,107
160,44.0,5001.6,17.4,64.6,35,108
160,44.0,5004.2,17.4,64.6,35,107
161,44.0,5007.6,17.4,64.6,35,107
161,44.1,5010.6,17.4,64.6,35,107
161,44.2,5014.3,17.4,64.6,35,108
159,44.2,5017.6,17.4,64.6,35,107
160,44.2,5020.0,17.4,64.6,35,107
160,44.2,5023.5,17.4,64.6,35,108
161,44.3,5026.4,17.4,64.6,35,108
162,44.3,5029.0,17.4,64.6,35,107
160,44.3,5032.4,17.4,64.6,35,106
162,44.3,5035.3,17.4,64.6,35,107
160,44.4,5038.7,17.4,64.6,35,106
159,44.4,5041.9,17.4,64.6,35,105
161,44.4,5044.8,17.4,64.6,35,107
160,44.4,5048.1,17.4,64.6,35,106
159,44.5,5051.1,17.4,64.6,35,106
163,44.5,5054.4,17.4,64.6,35,108
163,44.5,5056.9,17.4,64.6,35,108
160,44.5,5059.6,17.4,64.6,35,107
159,44.6,5062.1,17.4,64.6,35,106
162,44.6,5064.7,17.4,64.6,35,106
163,44.7,5068.4,17.4,64.6,35,109
162,44.7,5072.2,17.4,64.6,35,107
160,44.7,5075.8,17.4,64.6,35,107
163,44.8,5079.0,17.4,64.6,35,108
160,44.8,5081.7,17.4,64.6,35,106
160,44.9,5084.4,17.4,64.6,35,106
161,44.8,5086.9,17.4,64.6,35,106
161,44.9,5089.4,17.4,64.6,35,108
160,44.9,5092.8,17.4,64.6,35,107
162,45.0,5096.1,17.4,64.6,35,108
160,45.0,5099.8,17.4,64.6,35,105
160,45.0,5102.5,17.4,64.6,35,107
159,45.0,5105.9,17.4,64.6,35,106
159,45.1,5109.5,17.4,64.6,35,106
160,45.1,5112.1,17.4,64.6,35,106
162,45.1,5114.6,17.4,64.6,35,108
162,45.1,5118.2,17.4,64.6,35,109
159,45.1,5122.0,17.4,64.6,35,106
159,45.1,5124.7,17.4,64.6,35,106
159,45.1,5128.0,17.4,64.6,35,107
161,45.1,5130.4,17.4,64.6,35,109
163,45.1,5133.9,17.4,64.6,35,107
162,45.2,5136.6,17.4,64.6,35,108
160,45.2,5139.8,17.4,64.6,35,106
163,45.2,5142.9,17.4,64.6,35,109
161,45.2,5145.8,17.4,64.6,35,106
160,45.3,5149.2,17.4,64.6,35,106
162,45.3,5152.1,17.4,64.6,35,108
161,45.3,5155.7,17.4,64.6,35,107
160,45.3,5158.6,17.4,64.6,35,107
162,45.3,5161.9,17.4,64.6,35,109
160,45.3,5165.2,17.4,64.6,35,106
163,45.4,5167.9,17.4,64.6,35,108
161,45.4,5171.7,17.4,64.6,35,107
160,45.4,5174.7,17.4,64.6,35,106
162,45.4,5177.2,17.4,64.6,35,107
161,45.5,5181.0,17.4,64.6,35,107
162,45.5,5184.4,17.4,64.6,35,107
160,45.5,5188.1,17.4,64.6,35,108
162,45.5,5190.6,17.4,64.6,35,108
162,45.5,5193.4,17.4,64.6,35,108
163,45.5,5196.8,17.4,64.6,35,108
160,45.5,5200.4,17.4,64.6,35,107
163,45.5,5204.1,17.4,64.6,35,107
159,45.5,5207.4,17.4,64.6,35,106
160,45.6,5210.9,17.4,64.6,35,106
159,45.6,5213.4,17.4,64.6,35,106
163,45.6,5216.1,17.4,64.6,35,109
163,45.5,5219.3,17.4,64.6,35,109
163,45.5,5222.2,17.4,64.6,35,109
159,45.6,5225.2,17.4,64.6,35,106
160,45.6,5228.3,17.4,64.6,35,107
162,45.6,5230.9,17.4,64.6,35,108
160,45.6,5234.7,17.4,64.6,35,106
159,45.6,5237.5,17.4,64.6,35,105
159,45.6,5240.8,17.4,64.6,35,106
159,45.6,5244.0,17.4,64.6,35,106
163,45.6,5246.9,17.4,64.6,35,109
161,45.6,5250.1,17.4,64.6,35,107
160,45.7,5253.1,17.4,64.6,35,109
161,45.7,5256.4,17.4,64.6,35,107
163,45.8,5259.0,17.4,64.6,35,109
163,45.7,5262.7,17.4,64.6,35,108
161,45.8,5265.3,17.4,64.6,35,107
162,45.8,5268.0,17.4,64.6,35,107
163,45.8,5270.6,17.4,64.6,35,108
163,45.8,5273.8,17.4,64.6,35,108
161,45.8,5276.5,17.4,64.6,35,108
163,45.8,5279.7,17.4,64.6,35,109
161,45.8,5282.3,17.4,64.6,35,107
162,45.8,5285.8,17.4,64.6,35,108
163,45.8,5289.4,17.4,64.6,35,108
160,45.9,5292.3,17.4,64.6,35,108
159,45.9,5295.4,17.4,64.6,35,106
159,45.9,5299.0,17.4,64.6,35,106
161,45.9,5301.7,17.4,64.6,35,107
161,46.0,5304.2,17.4,64.6,35,107
163,46.0,5307.6,17.4,64.6,35,107
163,46.1,5310.4,17.4,64.6,35,108
161,46.1,5313.4,17.4,64.6,35,106
162,46.2,5316.1,17.4,64.6,35,106
160,46.2,5318.9,17.4,64.6,35,108
160,46.1,5321.5,17.4,64.6,35,106
160,46.1,5324.8,17.4,64.6,35,106
159,46.1,5327.8,17.4,64.6,35,106
161,46.1,5331.3,17.4,64.6,35,108
161,46.1,5334.8,17.4,64.6,35,108
163,46.1,5338.2,17.4,64.6,35,107
161,46.1,5341.5,17.4,64.6,35,108
160,46.1,5345.3,17.4,64.6,35,107
161,46.1,5349.1,17.4,64.6,35,106
163,46.1,5351.7,17.4,64.6,35,108
160,46.0,5354.7,17.4,64.6,35,108
163,46.1,5358.5,17.4,64.6,35,108
159,46.2,5361.3,17.4,64.6,35,106
162,46.2,5364.4,17.4,64.6,35,109
160,46.2,5367.8,17.4,64.6,35,106
160,46.1,5370.5,17.4,64.6,35,107
163,46.1,5373.9,17.4,64.6,35,110
162,46.2,5377.7,17.4,64.6,35,108
160,46.2,5380.2,17.4,64.6,35,105
160,46.3,5383.6,17.4,64.6,35,107
163,46.2,5386.8,17.4,64.6,35,108
160,46.2,5390.3,17.4,64.6,35,107
160,46.3,5392.7,17.4,64.6,35,108
161,46.3,5395.4,17.4,64.6,35,107
160,46.3,5398.7,17.4,64.6,35,107
160,46.3,5401.5,17.4,64.6,35,107
159,46.4,5404.1,17.4,64.6,35,105
163,46.4,5407.6,17.4,64.6,35,109
160,46.4,5410.6,17.4,64.6,35,108
160,46.4,5413.3,17.4,64.6,35,106
159,46.4,5417.1,17.4,64.6,35,105
162,46.4,5419.6,17.4,64.6,35,107
159,46.5,5422.4,17.4,64.6,35,107
160,46.5,5425.9,17.4,64.6,35,107
159,46.4,5428.9,17.4,64.6,35,107
163,46.5,5432.7,17.4,64.6,35,109
160,46.4,5436.1,17.4,64.6,35,106
163,46.5,5439.0,17.4,64.6,35,107
160,46.5,5442.7,17.4,64.6,35,108
160,46.5,5445.4,17.4,64.6,35,107
162,46.5,5448.6,17.4,64.6,35,108
160,46.5,5452.1,17.4,64.6,35,108
159,46.4,5454.9,17.4,64.6,35,107
161,46.5,5457.4,17.4,64.6,35,108
160,46.5,5460.2,17.4,64.6,35,107
162,46.5,5463.2,17.4,64.6,35,109
160,46.6,5466.1,17.4,64.6,35,108
163,46.6,5469.8,17.4,64.6,35,108
163,46.6,5472.3,17.4,64.6,35,108
162,46.5,5476.0,17.4,64.6,35,106
163,46.5,5479.7,17.4,64.6,35,109
162,46.5,5482.8,17.4,64.6,35,108
159,46.5,5486.2,17.4,64.6,35,106
162,46.5,5489.2,17.4,64.6,35,108
159,46.5,5491.7,17.4,64.6,35,108
159,46.6,5494.4,17.4,64.6,35,106
159,46.5,5497.3,17.4,64.6,35,106
160,46.6,5500.2,17.4,64.6,35,108
162,46.6,5502.6,17.4,64.6,35,108
162,46.6,5505.3,17.4,64.6,35,109
161,46.6,5508.5,17.4,64.6,35,109
159,46.6,5511.4,17.4,64.6,35,107
160,46.6,5513.9,17.4,64.6,35,107
161,46.6,5516.5,17.4,64.6,35,108
162,46.7,5519.7,17.4,64.6,35,108
161,46.7,5523.0,17.4,64.6,35,107
163,46.7,5525.6,17.4,64.6,35,110
162,46.6,5528.5,17.4,64.6,35,108
162,46.6,5531.8,17.4,64.6,35,107
161,46.7,5534.7,17.4,64.6,35,109
162,46.7,5537.3,17.4,64.6,35,109
162,46.7,5539.8,17.4,64.6,35,106
160,46.8,5543.5,17.4,64.6,35,107
159,46.8,5546.8,17.4,64.6,35,109
159,46.8,5550.1,17.4,64.6,35,108
160,46.9,5553.3,17.4,64.6,35,107
163,47.0,5556.4,17.4,64.6,35,110
160,46.9,5559.9,17.4,64.6,35,107
161,46.9,5562.8,17.4,64.6,35,108
162,47.0,5565.3,17.4,64.6,35,108
160,47.0,5568.7,17.4,64.6,35,108
163,46.9,5571.3,17.4,64.6,35,108
162,47.0,5573.7,17.4,64.6,35,106
160,47.1,5577.0,17.4,64.6,35,107
162,47.0,5580.3,17.4,64.6,35,107
159,47.0,5582.7,17.4,64.6,35,107
161,47.0,5585.4,17.4,64.6,35,108
159,47.1,5589.2,17.4,64.6,35,107
160,47.1,5592.2,17.4,64.6,35,107
163,47.1,5595.9,17.4,64.6,35,109
159,47.1,5598.8,17.4,64.6,35,108
161,47.1,5601.5,17.4,64.6,35,107
159,47.2,5604.6,17.4,64.6,35,105
162,47.1,5608.2,17.4,64.6,35,107
163,47.1,5611.7,17.4,64.6,35,108
160,47.1,5615.0,17.4,64.6,35,109
161,47.1,5618.6,17.4,64.6,35,107
159,47.1,5621.9,17.4,64.6,35,107
162,47.2,5624.7,17.4,64.6,35,109
163,47.2,5627.5,17.4,64.6,35,108
159,47.2,5630.5,17.4,64.6,35,107
162,47.3,5634.2,17.4,64.6,35,108
159,47.3,5637.5,17.4,64.6,35,107
162,47.3,5640.4,17.4,64.6,35,108
162,47.4,5643.4,17.4,64.6,35,108
161,47.5,5645.9,17.4,64.6,35,107
162,47.4,5649.6,17.4,64.6,35,108
160,47.5,5652.3,17.4,64.6,35,108
161,47.5,5654.8,17.4,64.6,35,108
162,47.5,5658.0,17.4,64.6,35,108
163,47.5,5661.1,17.4,64.6,35,110
161,47.5,5664.5,17.4,64.6,35,108
159,47.5,5668.0,17.4,64.6,35,108
159,47.4,5671.6,17.4,64.6,35,107
159,47.5,5675.0,17.4,64.6,35,107
161,47.5,5678.8,17.4,64.6,35,108
160,47.5,5682.1,17.4,64.6,35,108
160,47.5,5685.8,17.4,64.6,35,109
159,47.6,5689.6,17.4,64.6,35,107
160,47.6,5693.4,17.4,64.6,35,108
163,47.6,5696.1,17.4,64.6,35,109
162,47.6,5699.0,17.4,64.6,35,108
160,47.7,5702.5,17.4,64.6,35,108
159,47.7,5705.5,17.4,64.6,35,108
162,47.7,5708.7,17.4,64.6,35,108
161,47.7,5712.0,17.4,64.6,35,108
161,47.7,5715.5,17.4,64.6,35,109
160,47.6,5718.8,17.4,64.6,35,108
162,47.7,5721.6,17.4,64.6,35,108
163,47.7,5724.3,17.4,64.6,35,109
162,47.8,5728.0,17.4,64.6,35,106
161,47.8,5731.1,17.4,64.6,35,108
160,47.8,5734.8,17.4,64.6,35,107
162,47.7,5738.4,17.4,64.6,35,109
161,47.8,5741.1,17.4,64.6,35,108
